Vert_Group,Genus,Species,Common_name,Population_1,Population_2,Population_3,Latitude,Longitude,LatLongEst,Elevation,Years,Year_1,Year_final,Breeding_Cycle,Moult,Life_Stage,LifeHistConf,Jan_Sampled,Feb_Sampled,Mar_Sampled,Apr_Sampled,May_Sampled,June_Sampled,July_Sampled,Aug_Sampled,Sept_Sampled,Oct_Sampled,Nov_Sampled,Dec_Sampled,Time_min,Time_max,CaptureMethod,SampleMethod,MaxLatency_A,MaxLate_Cort,LateStressCort,StressorType,MajorStressPop,Method,A_AntibodyKit,Cort_AntibodyKit,CORT,Androgen,M_A_Mean,M_A_SE,M_A_CV,M_A_N,M_A_Min,M_A_Max,M_A_RemoveOutlier,F_A_Mean,F_A_SE,F_A_CV,F_A_N,F_A_Min,F_A_Max,F_A_RemoveOutlier,M_BC_Mean,M_BC_SE,M_BC_CV,M_BC_N,M_BC_Min,M_BC_Max,M_BC_RemoveOutlir,F_BC_Mean,F_BC_SE,F_BC_CV,F_BC_N,F_BC_Min,F_BC_Max,F_BC_RemoveOutlir,M_SC_Mean,M_SC_SE,M_SC_CV,M_SC_N,M_SC_Min,M_SC_Max,M_SC_RemoveOutlier,F_SC_Mean,F_SC_SE,F_SC_CV,F_SC_N,F_SC_Min,F_SC_Max,F_SC_RemoveOutlier,OutlierCriteria,Notes,Lab_ID,Ref_ID
Bird,Pygoscelis,adeliae,Adelie penguin,"Dumont d'Urville Station, Adelie Land, Antarctica",null,null,-66.667,140,Reported,43,2007-2008,2007,2008,Breeding,null,Prebreeding,N,N,N,N,N,N,N,N,N,N,N,Y,N,null,null,null,null,null,5,null,null,null,EIA,null,"AssayPro AssayMax Corticosterone ELISA Kit, EC3001-1",corticosterone,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,6.823,null,null,2,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Data characterized by the first measurement of control birds that would later abandon,Chastel,304
Bird,Pygoscelis,adeliae,Adelie penguin,"Dumont d'Urville Station, Adelie Land, Antarctica",null,null,-66.667,140,Reported,43,2007-2008,2007,2008,Breeding,null,Prebreeding,N,N,N,Y,N,N,N,N,N,N,N,N,Y,null,null,null,null,null,5,null,null,null,EIA,null,"AssayPro AssayMax Corticosterone ELISA Kit, EC3001-1",corticosterone,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26.916,null,null,2,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Data characterized by the second measurement of control birds which would later abandon,Chastel,304
Bird,Pygoscelis,adeliae,Adelie penguin,"Dumont d'Urville Station, Adelie Land, Antarctica",null,null,-66.667,140,Reported,43,2007-2008,2007,2008,Breeding,null,Prebreeding,N,N,N,N,N,N,N,N,N,N,N,Y,N,null,null,null,null,null,5,null,null,null,EIA,null,"AssayPro AssayMax Corticosterone ELISA Kit, EC3001-1",corticosterone,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,5.935,0.744,65.13795118,27,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Data characterized by the first measurement of control birds that would be relieved by females,Chastel,304
Bird,Pygoscelis,adeliae,Adelie penguin,"Dumont d'Urville Station, Adelie Land, Antarctica",null,null,-66.667,140,Reported,43,2007-2008,2007,2008,Breeding,null,Prebreeding,N,N,N,Y,N,N,N,N,N,N,N,N,Y,null,null,null,null,null,5,null,null,null,EIA,null,"AssayPro AssayMax Corticosterone ELISA Kit, EC3001-1",corticosterone,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,9.416,1.075,59.32310805,27,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Data characterized by the second measurement of control birds that would later be relieved by females,Chastel,304
Bird,Pygoscelis,adeliae,Adelie penguin,"Dumont d'Urville Station, Adelie Land, Antarctica",null,null,-66.667,140,Reported,43,2008-2010,2008,2010,Breeding,null,Prebreeding,Y,N,N,N,N,N,N,N,N,N,N,Y,N,null,null,null,null,null,5,null,null,null,EIA,null,"AssayMax Corticosterone ELISA Kit, EC3001-1, AssayPro, St. Charles, MO, USA",corticosterone,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,7.3,3.7,268.199448,28,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,group characterized by birds not given a dummy egg (this treatment occurred after hormone level was measured),Chastel,307
Bird,Pygoscelis,adeliae,Adelie penguin,"Dumont d'Urville Station, Adelie Land, Antarctica",null,null,-66.667,140,Reported,43,2008-2010,2008,2010,Breeding,null,Prebreeding,Y,N,N,N,N,N,N,N,N,N,N,Y,N,null,null,null,null,null,5,null,null,null,EIA,null,"AssayMax Corticosterone ELISA Kit, EC3001-1, AssayPro, St. Charles, MO, USA",corticosterone,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,9.8,7.5,253.8233258,11,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,group characterized by birds given a dummy egg (this treatment occurred after hormone level was measured),Chastel,307
Bird,Pygoscelis,adeliae,Adelie penguin,"Northern Colony, Cape Bird, Ross Island, Antarctica",null,null,-77.217,166.467,Reported,100,2002,2002,2002,Breeding,null,Incubation,Y,N,N,N,N,N,N,N,N,N,N,Y,N,null,null,hand capture on nests,Active,null,8.25,30,Restraint,null,RIA,null,"125I RIA kit, MP Biomedicals",corticosterone,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2.55,0.453,85.19653647,23,0.76,10.82,N,null,null,null,null,null,null,null,36.66,3.12,40.81558743,23,9.67,78.7,N,null,null,null,null,null,null,null,null,"discusses relationship between cort levels and previous capture experience, mean and standard error from data thief",Cockrem,14
Bird,Pygoscelis,adeliae,Adelie penguin,"Northern Colony, Cape Bird, Ross Island, Antarctica",null,null,-77.217,166.467,Reported,100,2002,2002,2002,Breeding,null,Incubation,Y,N,N,N,N,N,N,N,N,N,N,Y,N,null,null,hand capture on nests,Active,null,8.25,30,Restraint,null,RIA,null,"125I RIA kit, MP Biomedicals",corticosterone,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,7.05,0.757,49.20581278,21,1.42,13.53,N,null,null,null,null,null,null,null,43.96,3.62,37.73640586,21,11.49,74.09,N,null,null,null,null,null,null,null,null,"discusses relationship between cort levels and previous capture experience, mean and standard error from data thief",Cockrem,14
Bird,Pygoscelis,adeliae,Adelie penguin,"Northern Colony, Cape Bird, Ross Island, Antarctica",null,null,-77.217,166.467,Reported,100,2002,2002,2002,Breeding,null,Incubation,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,null,null,hand capture on nests,Active,null,8.25,30,Restraint,null,RIA,null,"125I RIA kit, MP Biomedicals",corticosterone,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,9.16,1.27,60.43451592,19,2.21,20.52,N,null,null,null,null,null,null,null,41.83,3.66,38.13906319,19,17.9,74.38,N,null,null,null,null,null,null,null,null,"discusses relationship between cort levels and previous capture experience, mean and standard error from data thief",Cockrem,14
Bird,Pygoscelis,adeliae,Adelie penguin,"Cape Bird, Ross Island, Antarctica",null,null,-77.217,166.467,Reported,100,2003,2003,2003,Breeding,null,Incubation,Y,N,N,N,N,N,N,N,N,N,N,N,Y,null,null,hand net after brief chase,Active,null,4.5,30,Restraint,null,RIA,null,"125I RIA kit, MP Biomedicals",corticosterone,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,N,1,0.15,42.42640687,8,0.57,2.11,N,null,null,null,null,null,null,null,15.7,1.7,30.62628097,8,10.63,23.72,N,null,null,Cockrem,15
Bird,Pygoscelis,adeliae,Adelie penguin,"Northern colony, Cape Bird, Ross Island, Antarctica",null,null,-77.217,166.467,Reported,100,2001,2001,2001,Breeding,null,Incubation,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,null,null,hand net,Active,null,6,30,Restraint,null,RIA,null,"125I RIA kit, MP Biomedicals",corticosterone,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2.36,0.42,59.02467847,11,0.22,4.97,N,null,null,null,null,null,null,null,28.49,2.8,32.59582104,11,15.2,43.7,N,null,Sex not confirmed; arriving at colony after feeding,Cockrem,76
Bird,Pygoscelis,adeliae,Adelie penguin,"Northern colony, Cape Bird, Ross Island, Antarctica",null,null,-77.217,166.467,Reported,100,2001,2001,2001,Breeding,null,Incubation,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,null,null,hand net,Active,null,6,30,Restraint,null,RIA,null,"125I RIA kit, MP Biomedicals",corticosterone,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1.08,0.2,45.36092116,6,0.086,1.9,N,null,null,null,null,null,null,null,28.74,4.41,37.58611609,6,20.1,49.2,N,null,null,Cockrem,76
Bird,Pygoscelis,adeliae,Adelie penguin,"Northern colony, Cape Bird, Ross Island, Antarctica",null,null,-77.217,166.467,Reported,100,2001,2001,2001,Breeding,null,Incubation,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,null,null,hand net,Active,null,6,30,Restraint,null,RIA,null,"125I RIA kit, MP Biomedicals",corticosterone,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,6.89,1.89,90.97853199,11,0.28,19.5,N,null,null,null,null,null,null,null,47.8,8.2,56.89607381,11,10.7,110.4,N,null,null,null,null,null,null,null,null,departing from colony to feed,Cockrem,76
Bird,Pygoscelis,adeliae,Adelie penguin,"Dumont d'Urville Station, Adelie Land, Antarctica",null,null,-66.667,140,Reported,0,null,null,null,Nonbreeding,Y,null,Y,N,N,Y,Y,N,N,N,N,N,N,N,N,14:00,17:00,hand capture,Active,null,null,null,null,null,RIA,null,null,null,testosterone,0.11,0.02,62.98366573,12,0.05,null,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Molting birds were kept in a pen in their natural climatic environment; Min T: general detection limit,Groscolas,139
Bird,Pygoscelis,adeliae,Adelie penguin,"Dumont d'Urville Station, Adelie Land, Antarctica",null,null,-66.667,140,Reported,0,null,null,null,Breeding,null,Incubation,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,14:00,17:00,hand capture,Active,null,null,null,null,null,RIA,null,null,null,testosterone,1.39,0.12,19.30418398,5,0.05,null,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Min T: general detection limit,Groscolas,139
Bird,Pygoscelis,adeliae,Adelie penguin,"Dumont d'Urville Station, Adelie Land, Antarctica",null,null,-66.667,140,Reported,0,null,null,null,Breeding,null,Prebreeding,Y,N,N,N,N,N,N,N,N,N,Y,Y,N,14:00,17:00,hand capture,Active,null,null,null,null,null,RIA,null,null,null,testosterone,7.77,1.31,44.60661799,7,0.05,null,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Min T: general detection limit; at arrival on breeding area,Groscolas,139
Bird,Pygoscelis,adeliae,Adelie penguin,"Dumont d'Urville Station, Adelie Land, Antarctica",null,null,-66.667,140,Reported,0,null,null,null,Breeding,null,Laying,Y,N,N,N,N,N,N,N,N,N,N,Y,N,14:00,17:00,hand capture,Active,null,null,null,null,null,RIA,null,null,null,testosterone,9.62,1.12,20.16524849,3,0.05,null,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Min T: general detection limit; during copulation,Groscolas,139
Bird,Pygoscelis,adeliae,Adelie penguin,"Ross Island, Antarctica",null,null,-77.219,166.475,Reported,2387.4,2004-2005,2004,2005,Breeding,null,null,Y,Y,N,N,N,N,N,N,N,N,N,Y,Y,9:00,20:00,hand capture,Active,5,null,null,null,null,EIA,null,null,null,testosterone,0.44,0.14,268.1047655,71,null,null,N,0.27,0.08,209.5131204,50,null,null,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,"MT_Mean data backtransformed; MT_SE data averaged from backtransformed SE high+low; FT_Mean data backtransformed; FT_SE data averaged from backtransformed SE high+low; Study done suring the austral summer: continuous 24-h daylight, unlikely to have hormonal circadian rhythms (another study have shown that in the same species); Elevation from GPSO; Mean and SE calculated with Data Thief",Multiple,191
Bird,Pygoscelis,adeliae,Adelie penguin,"Dumont d'Urville Station, Adelie Land, Antarctica",null,null,-66.667,140,Reported,2400,2006-2007,2006,2007,Breeding,null,"Incubation, Young care",Y,Y,Y,N,N,N,N,N,N,N,N,Y,Y,null,null,null,Active,null,5,null,null,null,EIA,null,AssayMax,corticosterone,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2.49,2.55,396.6308246,15,null,null,N,1.56,1.34,332.6793387,15,null,null,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Raclot,41
Bird,Pygoscelis,adeliae,Adelie penguin,"Dumont d'Urville Station, Adelie Land, Antarctica",null,null,-66.667,140,Reported,43,2007-2010,2007,2010,Breeding,null,Incubation,Y,N,N,N,N,N,N,N,N,N,N,Y,N,null,null,null,Active,null,5,null,null,null,EIA,null,"AssayMax Corticosterone ELISA Kit, EC3001-1, AssayPro, St. Charles, MO, USA",corticosterone,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,9.0533,1.4348,61.38045249,15,null,null,nul,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,"Data characterized by future treatment group (control, pretreatment sample) ",Raclot,308
Bird,Pygoscelis,adeliae,Adelie penguin,"Dumont d'Urville Station, Adelie Land, Antarctica",null,null,-66.667,140,Reported,43,2007-2010,2007,2010,Breeding,null,Incubation,Y,N,N,N,N,N,N,N,N,N,N,N,Y,null,null,null,Active,null,5,null,null,null,EIA,null,"AssayMax Corticosterone ELISA Kit, EC3001-1, AssayPro, St. Charles, MO, USA",corticosterone,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,7.61,1.13,57.50947676,15,null,null,nul,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,"Data characterized by]treatment group (control, posttreatment sample) ",Raclot,308
Bird,Pygoscelis,adeliae,Adelie penguin,"Dumont d'Urville Station, Adelie Land, Antarctica",null,null,-66.667,140,Reported,43,2007-2010,2007,2010,Breeding,null,Incubation,Y,N,N,N,N,N,N,N,N,N,N,Y,N,null,null,null,Active,null,5,null,null,null,EIA,null,"AssayMax Corticosterone ELISA Kit, EC3001-1, AssayPro, St. Charles, MO, USA",corticosterone,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,6.9396,1.2,64.70097504,14,null,null,nul,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Data characterized by future treatment group (CORT implanted) ,Raclot,308
Bird,Pygoscelis,adeliae,Adelie penguin,"Dumont d'Urville Station, Adelie Land, Antarctica",null,null,-66.667,140,Reported,0,2009,2009,2009,Breeding,N,Young care,Y,N,N,N,N,N,N,N,N,N,N,N,Y,null,null,by hand,Active,null,5,null,null,null,EIA,null,"AssayPro, AssayMax Corticosterone ELISA Kit",corticosterone,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13,3,72.97563831,10,null,null,Y,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1 individual's CORT measured outside of physiological range (>150 ng/mL) so data from that bird was removed ,data characterized by birds that were assigned to the control group (pre-treatment measure),Raclot,428
Bird,Pygoscelis,adeliae,Adelie penguin,"Dumont d'Urville Station, Adelie Land, Antarctica",null,null,-66.667,140,Reported,0,2009,2009,2009,Breeding,N,Young care,Y,N,N,N,N,N,N,N,N,N,N,N,Y,null,null,by hand,Active,null,5,null,null,null,EIA,null,"AssayPro, AssayMax Corticosterone ELISA Kit",corticosterone,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11,2,57.49595746,10,null,null,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,"data characterized by birds that were assigned to the CORT-treatment group (pre-treatment measure, so this data is from unmanipulated individuals)",Raclot,428
Bird,Pygoscelis,adeliae,Adelie penguin,"Dumont d'Urville Station, Adelie Land, Antarctica",null,null,-66.667,140,Reported,0,2009,2009,2009,Breeding,N,Young care,Y,Y,N,N,N,N,N,N,N,N,N,N,N,null,null,by hand,Active,null,5,null,null,null,EIA,null,"AssayPro, AssayMax Corticosterone ELISA Kit",corticosterone,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10,2,56.56854249,8,null,null,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,data characterized as the second sample from birds assigned to the control group (unmanipulated burds),Raclot,428
Bird,Pygoscelis,adeliae,Adelie penguin,"Dumont d'Urville Station, Adelie Land, Antarctica",null,null,-66.667,140,Reported,2400,2009-2010,2009,2010,Breeding,N,Young care,Y,N,N,N,N,N,N,N,N,N,N,N,Y,null,null,null,null,null,5,null,null,null,EIA,null,"EA66, Oxford Biomedical Research",corticosterone,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,3.9,1,72.52377243,8,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,data characterized by birds assigned to an implant control group (pre-treatment sample),Raclot,441
Bird,Pygoscelis,adeliae,Adelie penguin,"Dumont d'Urville Station, Adelie Land, Antarctica",null,null,-66.667,140,Reported,2400,2009-2010,2009,2010,Breeding,N,Young care,Y,N,N,N,N,N,N,N,N,N,N,N,Y,null,null,null,null,null,5,null,null,null,EIA,null,"EA66, Oxford Biomedical Research",corticosterone,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,4.7,0.5,28.14629054,7,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,data characterized by birds assigned to a CORT implant treatment group (pre-treatment sample),Raclot,441
Bird,Pygoscelis,adeliae,Adelie penguin,"Dumont d'Urville Station, Adelie Land, Antarctica",null,null,-66.667,140,Reported,2400,2009-2010,2009,2010,Breeding,N,Young care,Y,Y,N,N,N,N,N,N,N,N,N,N,N,null,null,null,null,null,5,null,null,null,EIA,null,"EA66, Oxford Biomedical Research",corticosterone,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,4.9,0.5,26.99746236,7,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,data characterized by birds assigned to an implant control group (post-treatment sample),Raclot,441
Bird,Pygoscelis,adeliae,Adelie penguin,"Northern colony, Cape Bird, Ross Island, Antarctica",null,null,-77.219,166.475,Reported,178,1991,1991,1991,Breeding,null,Courtship,Y,N,N,N,N,N,N,N,N,N,Y,Y,Y,14:00,16:50,hand grab,Active,null,15,null,null,null,RIA,null,null,corticosterone,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16.4968,2.501,47.941761,10,null,null,null,18.6396,2.7389,46.46646003,10,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,"Incubating refers to first and second incubation for females and first and second foraging for males, return from foraging refers to the third incuabtion for females and third foraging for males",Young,275
Bird,Pygoscelis,adeliae,Adelie penguin,"Northern colony, Cape Bird, Ross Island, Antarctica",null,null,-77.219,166.475,Reported,178,1991,1991,1991,Breeding,null,Laying,Y,N,N,N,N,N,N,N,N,N,Y,Y,Y,14:00,16:50,hand grab,Active,null,15,null,null,null,RIA,null,null,corticosterone,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13.4556,1.8458,43.37920349,10,null,null,null,10.8336,1.2502,36.49275892,10,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,"Incubating refers to first and second incubation for females and first and second foraging for males, return from foraging refers to the third incuabtion for females and third foraging for males",Young,275
